Year,Observation status,Unit multiplier,Nature of data points,Frequency of observation,Reporting type,SERIES,Reference area,UNIT_MEASURE,Value
2011,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Jalal-Abad,"Per 100,000 population",4.1
2012,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Jalal-Abad,"Per 100,000 population",3.5
2013,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Jalal-Abad,"Per 100,000 population",4.0
2014,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Jalal-Abad,"Per 100,000 population",2.9
2015,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Jalal-Abad,"Per 100,000 population",2.1
2016,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Jalal-Abad,"Per 100,000 population",2.0
2017,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Jalal-Abad,"Per 100,000 population",1.4
2018,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Jalal-Abad,"Per 100,000 population",1.7
2019,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Jalal-Abad,"Per 100,000 population",1.4
2007,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Issyk-Kul,"Per 100,000 population",8.3
2008,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Issyk-Kul,"Per 100,000 population",7.1
2009,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Issyk-Kul,"Per 100,000 population",7.3
2010,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Issyk-Kul,"Per 100,000 population",4.7
2011,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Issyk-Kul,"Per 100,000 population",7.8
2012,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Issyk-Kul,"Per 100,000 population",8.0
2013,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Issyk-Kul,"Per 100,000 population",5.5
2014,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Issyk-Kul,"Per 100,000 population",6.9
2015,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Issyk-Kul,"Per 100,000 population",6.0
2016,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Issyk-Kul,"Per 100,000 population",3.2
2017,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Issyk-Kul,"Per 100,000 population",3.3
2018,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Issyk-Kul,"Per 100,000 population",3.9
2019,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Issyk-Kul,"Per 100,000 population",5.1
2007,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Naryn,"Per 100,000 population",5.1
2008,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Naryn,"Per 100,000 population",6.2
2009,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Naryn,"Per 100,000 population",6.2
2010,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Naryn,"Per 100,000 population",8.4
2011,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Naryn,"Per 100,000 population",6.4
2012,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Naryn,"Per 100,000 population",6.4
2013,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Naryn,"Per 100,000 population",3.0
2014,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Naryn,"Per 100,000 population",3.7
2015,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Naryn,"Per 100,000 population",7.2
2016,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Naryn,"Per 100,000 population",4.3
2017,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Naryn,"Per 100,000 population",4.2
2018,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Naryn,"Per 100,000 population",2.1
2019,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Naryn,"Per 100,000 population",3.8
2007,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Osh,"Per 100,000 population",2.7
2008,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Osh,"Per 100,000 population",2.7
2009,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Osh,"Per 100,000 population",3.5
2010,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Osh,"Per 100,000 population",3.8
2011,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Osh,"Per 100,000 population",3.2
2012,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Osh,"Per 100,000 population",1.8
2013,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Osh,"Per 100,000 population",1.8
2014,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Osh,"Per 100,000 population",1.8
2015,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Osh,"Per 100,000 population",1.7
2016,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Osh,"Per 100,000 population",1.8
2017,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Osh,"Per 100,000 population",1.5
2018,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Osh,"Per 100,000 population",2.0
2019,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Osh,"Per 100,000 population",1.1
2007,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Talas,"Per 100,000 population",2.2
2008,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Talas,"Per 100,000 population",6.7
2009,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Talas,"Per 100,000 population",3.1
2010,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Talas,"Per 100,000 population",5.6
2011,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Talas,"Per 100,000 population",4.3
2012,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Talas,"Per 100,000 population",5.9
2013,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Talas,"Per 100,000 population",7.0
2014,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Talas,"Per 100,000 population",5.3
2015,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Talas,"Per 100,000 population",3.2
2016,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Talas,"Per 100,000 population",2.4
2017,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Talas,"Per 100,000 population",1.9
2018,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Talas,"Per 100,000 population",0.8
2019,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Talas,"Per 100,000 population",3.0
2007,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Chui,"Per 100,000 population",14.9
2008,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Chui,"Per 100,000 population",12.7
2009,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Chui,"Per 100,000 population",13.9
2010,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Chui,"Per 100,000 population",13.3
2011,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Chui,"Per 100,000 population",9.5
2012,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Chui,"Per 100,000 population",9.2
2013,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Chui,"Per 100,000 population",6.3
2014,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Chui,"Per 100,000 population",6.4
2015,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Chui,"Per 100,000 population",7.2
2016,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Chui,"Per 100,000 population",5.5
2017,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Chui,"Per 100,000 population",5.5
2018,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Chui,"Per 100,000 population",3.7
2019,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Chui,"Per 100,000 population",2.5
2007,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Bishkek (city),"Per 100,000 population",8.1
2008,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Bishkek (city),"Per 100,000 population",7.0
2009,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Bishkek (city),"Per 100,000 population",7.9
2010,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Bishkek (city),"Per 100,000 population",6.4
2011,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Bishkek (city),"Per 100,000 population",6.7
2012,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Bishkek (city),"Per 100,000 population",3.6
2013,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Bishkek (city),"Per 100,000 population",2.5
2014,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Bishkek (city),"Per 100,000 population",3.6
2015,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Bishkek (city),"Per 100,000 population",3.6
2016,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Bishkek (city),"Per 100,000 population",2.6
2017,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Bishkek (city),"Per 100,000 population",2.7
2018,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Bishkek (city),"Per 100,000 population",2.3
2019,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Bishkek (city),"Per 100,000 population",1.2
2007,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Osh (city),"Per 100,000 population",7.8
2008,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Osh (city),"Per 100,000 population",3.1
2009,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Osh (city),"Per 100,000 population",5.4
2010,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Osh (city),"Per 100,000 population",4.7
2011,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Osh (city),"Per 100,000 population",5.5
2012,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Osh (city),"Per 100,000 population",1.5
2013,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Osh (city),"Per 100,000 population",6.1
2014,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Osh (city),"Per 100,000 population",1.9
2015,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Osh (city),"Per 100,000 population",4.0
2016,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Osh (city),"Per 100,000 population",1.1
2017,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Osh (city),"Per 100,000 population",1.8
2018,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Osh (city),"Per 100,000 population",1.7
2019,Normal value,Units,Country Data,Annual,National,Death rate from assaults per 100 000 population,Osh (city),"Per 100,000 population",2.0
