Year,OBS_STATUS,UNIT_MULT,NATURE,FREQ,REPORTING_TYPE,SERIES,REF_AREA,COMPOSITE_BREAKDOWN,UNIT_MEASURE,Value
2009,A,0,C,A,N,SH_DTH_NCOM,KG08,NCD_CARDIO,PER_100000_POP,479.6
2010,A,0,C,A,N,SH_DTH_NCOM,KG08,NCD_CARDIO,PER_100000_POP,484.0
2011,A,0,C,A,N,SH_DTH_NCOM,KG08,NCD_CARDIO,PER_100000_POP,467.0
2012,A,0,C,A,N,SH_DTH_NCOM,KG08,NCD_CARDIO,PER_100000_POP,466.9
2013,A,0,C,A,N,SH_DTH_NCOM,KG08,NCD_CARDIO,PER_100000_POP,441.6
2014,A,0,C,A,N,SH_DTH_NCOM,KG08,NCD_CARDIO,PER_100000_POP,430.2
2015,A,0,C,A,N,SH_DTH_NCOM,KG08,NCD_CARDIO,PER_100000_POP,400.8
2016,A,0,C,A,N,SH_DTH_NCOM,KG08,NCD_CARDIO,PER_100000_POP,381.3
2017,A,0,C,A,N,SH_DTH_NCOM,KG08,NCD_CARDIO,PER_100000_POP,377.7
2018,A,0,C,A,N,SH_DTH_NCOM,KG08,NCD_CARDIO,PER_100000_POP,377.1
2019,A,0,C,A,N,SH_DTH_NCOM,KG08,NCD_CARDIO,PER_100000_POP,360.8
2007,A,0,C,A,N,SH_DTH_NCOM,KG11,NCD_CARDIO,PER_100000_POP,368.8
2008,A,0,C,A,N,SH_DTH_NCOM,KG11,NCD_CARDIO,PER_100000_POP,337.4
2009,A,0,C,A,N,SH_DTH_NCOM,KG11,NCD_CARDIO,PER_100000_POP,303.9
2010,A,0,C,A,N,SH_DTH_NCOM,KG11,NCD_CARDIO,PER_100000_POP,298.3
2011,A,0,C,A,N,SH_DTH_NCOM,KG11,NCD_CARDIO,PER_100000_POP,305.4
2012,A,0,C,A,N,SH_DTH_NCOM,KG11,NCD_CARDIO,PER_100000_POP,297.0
2013,A,0,C,A,N,SH_DTH_NCOM,KG11,NCD_CARDIO,PER_100000_POP,269.6
2014,A,0,C,A,N,SH_DTH_NCOM,KG11,NCD_CARDIO,PER_100000_POP,272.6
2015,A,0,C,A,N,SH_DTH_NCOM,KG11,NCD_CARDIO,PER_100000_POP,253.2
2016,A,0,C,A,N,SH_DTH_NCOM,KG11,NCD_CARDIO,PER_100000_POP,242.5
2017,A,0,C,A,N,SH_DTH_NCOM,KG11,NCD_CARDIO,PER_100000_POP,242.4
2018,A,0,C,A,N,SH_DTH_NCOM,KG11,NCD_CARDIO,PER_100000_POP,232.8
2019,A,0,C,A,N,SH_DTH_NCOM,KG11,NCD_CARDIO,PER_100000_POP,237.4
2007,A,0,C,A,N,SH_DTH_NCOM,KG21,NCD_CARDIO,PER_100000_POP,248.9
2008,A,0,C,A,N,SH_DTH_NCOM,KG21,NCD_CARDIO,PER_100000_POP,290.1
2009,A,0,C,A,N,SH_DTH_NCOM,KG21,NCD_CARDIO,PER_100000_POP,273.8
2010,A,0,C,A,N,SH_DTH_NCOM,KG21,NCD_CARDIO,PER_100000_POP,268.0
2011,A,0,C,A,N,SH_DTH_NCOM,KG21,NCD_CARDIO,PER_100000_POP,281.9
2012,A,0,C,A,N,SH_DTH_NCOM,KG21,NCD_CARDIO,PER_100000_POP,298.7
2013,A,0,C,A,N,SH_DTH_NCOM,KG21,NCD_CARDIO,PER_100000_POP,266.8
2014,A,0,C,A,N,SH_DTH_NCOM,KG21,NCD_CARDIO,PER_100000_POP,270.1
2015,A,0,C,A,N,SH_DTH_NCOM,KG21,NCD_CARDIO,PER_100000_POP,253.5
2016,A,0,C,A,N,SH_DTH_NCOM,KG21,NCD_CARDIO,PER_100000_POP,248.9
2017,A,0,C,A,N,SH_DTH_NCOM,KG21,NCD_CARDIO,PER_100000_POP,240.4
2018,A,0,C,A,N,SH_DTH_NCOM,KG21,NCD_CARDIO,PER_100000_POP,223.4
2019,A,0,C,A,N,SH_DTH_NCOM,KG21,NCD_CARDIO,PER_100000_POP,208.8
2007,A,0,C,A,N,SH_DTH_NCOM,KG,NCD_CNCR,PER_100000_POP,57.1
2008,A,0,C,A,N,SH_DTH_NCOM,KG,NCD_CNCR,PER_100000_POP,58.2
2009,A,0,C,A,N,SH_DTH_NCOM,KG,NCD_CNCR,PER_100000_POP,60.7
2010,A,0,C,A,N,SH_DTH_NCOM,KG,NCD_CNCR,PER_100000_POP,59.4
2011,A,0,C,A,N,SH_DTH_NCOM,KG,NCD_CNCR,PER_100000_POP,61.3
2012,A,0,C,A,N,SH_DTH_NCOM,KG,NCD_CNCR,PER_100000_POP,59.4
2013,A,0,C,A,N,SH_DTH_NCOM,KG,NCD_CNCR,PER_100000_POP,61.0
2014,A,0,C,A,N,SH_DTH_NCOM,KG,NCD_CNCR,PER_100000_POP,64.3
2015,A,0,C,A,N,SH_DTH_NCOM,KG,NCD_CNCR,PER_100000_POP,64.5
2016,A,0,C,A,N,SH_DTH_NCOM,KG,NCD_CNCR,PER_100000_POP,64.4
2017,A,0,C,A,N,SH_DTH_NCOM,KG,NCD_CNCR,PER_100000_POP,62.2
2018,A,0,C,A,N,SH_DTH_NCOM,KG,NCD_CNCR,PER_100000_POP,65.6
2019,A,0,C,A,N,SH_DTH_NCOM,KG,NCD_CNCR,PER_100000_POP,64.1
2007,A,0,C,A,N,SH_DTH_NCOM,KG05,NCD_CNCR,PER_100000_POP,32.3
2008,A,0,C,A,N,SH_DTH_NCOM,KG05,NCD_CNCR,PER_100000_POP,26.4
2009,A,0,C,A,N,SH_DTH_NCOM,KG05,NCD_CNCR,PER_100000_POP,30.2
2010,A,0,C,A,N,SH_DTH_NCOM,KG05,NCD_CNCR,PER_100000_POP,33.8
2011,A,0,C,A,N,SH_DTH_NCOM,KG05,NCD_CNCR,PER_100000_POP,33.9
2012,A,0,C,A,N,SH_DTH_NCOM,KG05,NCD_CNCR,PER_100000_POP,33.0
2013,A,0,C,A,N,SH_DTH_NCOM,KG05,NCD_CNCR,PER_100000_POP,32.1
2014,A,0,C,A,N,SH_DTH_NCOM,KG05,NCD_CNCR,PER_100000_POP,35.6
2015,A,0,C,A,N,SH_DTH_NCOM,KG05,NCD_CNCR,PER_100000_POP,42.3
2016,A,0,C,A,N,SH_DTH_NCOM,KG05,NCD_CNCR,PER_100000_POP,38.6
2017,A,0,C,A,N,SH_DTH_NCOM,KG05,NCD_CNCR,PER_100000_POP,32.6
2018,A,0,C,A,N,SH_DTH_NCOM,KG05,NCD_CNCR,PER_100000_POP,43.3
2019,A,0,C,A,N,SH_DTH_NCOM,KG05,NCD_CNCR,PER_100000_POP,37.5
2007,A,0,C,A,N,SH_DTH_NCOM,KG03,NCD_CNCR,PER_100000_POP,36.3
2008,A,0,C,A,N,SH_DTH_NCOM,KG03,NCD_CNCR,PER_100000_POP,42.0
2009,A,0,C,A,N,SH_DTH_NCOM,KG03,NCD_CNCR,PER_100000_POP,47.8
2010,A,0,C,A,N,SH_DTH_NCOM,KG03,NCD_CNCR,PER_100000_POP,46.3
2011,A,0,C,A,N,SH_DTH_NCOM,KG03,NCD_CNCR,PER_100000_POP,51.5
2012,A,0,C,A,N,SH_DTH_NCOM,KG03,NCD_CNCR,PER_100000_POP,47.3
2013,A,0,C,A,N,SH_DTH_NCOM,KG03,NCD_CNCR,PER_100000_POP,49.2
2014,A,0,C,A,N,SH_DTH_NCOM,KG03,NCD_CNCR,PER_100000_POP,51.0
2015,A,0,C,A,N,SH_DTH_NCOM,KG03,NCD_CNCR,PER_100000_POP,52.9
2016,A,0,C,A,N,SH_DTH_NCOM,KG03,NCD_CNCR,PER_100000_POP,54.2
2017,A,0,C,A,N,SH_DTH_NCOM,KG03,NCD_CNCR,PER_100000_POP,50.9
2018,A,0,C,A,N,SH_DTH_NCOM,KG03,NCD_CNCR,PER_100000_POP,49.5
2019,A,0,C,A,N,SH_DTH_NCOM,KG03,NCD_CNCR,PER_100000_POP,50.9
2007,A,0,C,A,N,SH_DTH_NCOM,KG02,NCD_CNCR,PER_100000_POP,74.6
2008,A,0,C,A,N,SH_DTH_NCOM,KG02,NCD_CNCR,PER_100000_POP,72.4
2009,A,0,C,A,N,SH_DTH_NCOM,KG02,NCD_CNCR,PER_100000_POP,78.7
2010,A,0,C,A,N,SH_DTH_NCOM,KG02,NCD_CNCR,PER_100000_POP,73.4
2011,A,0,C,A,N,SH_DTH_NCOM,KG02,NCD_CNCR,PER_100000_POP,74.0
2012,A,0,C,A,N,SH_DTH_NCOM,KG02,NCD_CNCR,PER_100000_POP,84.8
2013,A,0,C,A,N,SH_DTH_NCOM,KG02,NCD_CNCR,PER_100000_POP,81.8
2014,A,0,C,A,N,SH_DTH_NCOM,KG02,NCD_CNCR,PER_100000_POP,85.2
2015,A,0,C,A,N,SH_DTH_NCOM,KG02,NCD_CNCR,PER_100000_POP,89.1
2016,A,0,C,A,N,SH_DTH_NCOM,KG02,NCD_CNCR,PER_100000_POP,83.9
2017,A,0,C,A,N,SH_DTH_NCOM,KG02,NCD_CNCR,PER_100000_POP,80.9
2018,A,0,C,A,N,SH_DTH_NCOM,KG02,NCD_CNCR,PER_100000_POP,90.5
2019,A,0,C,A,N,SH_DTH_NCOM,KG02,NCD_CNCR,PER_100000_POP,87.4
2007,A,0,C,A,N,SH_DTH_NCOM,KG04,NCD_CNCR,PER_100000_POP,70.8
2008,A,0,C,A,N,SH_DTH_NCOM,KG04,NCD_CNCR,PER_100000_POP,72.0
2009,A,0,C,A,N,SH_DTH_NCOM,KG04,NCD_CNCR,PER_100000_POP,72.0
2010,A,0,C,A,N,SH_DTH_NCOM,KG04,NCD_CNCR,PER_100000_POP,66.7
2011,A,0,C,A,N,SH_DTH_NCOM,KG04,NCD_CNCR,PER_100000_POP,81.9
2012,A,0,C,A,N,SH_DTH_NCOM,KG04,NCD_CNCR,PER_100000_POP,63.8
2013,A,0,C,A,N,SH_DTH_NCOM,KG04,NCD_CNCR,PER_100000_POP,78.2
2014,A,0,C,A,N,SH_DTH_NCOM,KG04,NCD_CNCR,PER_100000_POP,82.4
2015,A,0,C,A,N,SH_DTH_NCOM,KG04,NCD_CNCR,PER_100000_POP,89.5
2016,A,0,C,A,N,SH_DTH_NCOM,KG04,NCD_CNCR,PER_100000_POP,88.1
2017,A,0,C,A,N,SH_DTH_NCOM,KG04,NCD_CNCR,PER_100000_POP,81.8
2018,A,0,C,A,N,SH_DTH_NCOM,KG04,NCD_CNCR,PER_100000_POP,87.9
2019,A,0,C,A,N,SH_DTH_NCOM,KG04,NCD_CNCR,PER_100000_POP,83.6
2007,A,0,C,A,N,SH_DTH_NCOM,KG06,NCD_CNCR,PER_100000_POP,38.1
2008,A,0,C,A,N,SH_DTH_NCOM,KG06,NCD_CNCR,PER_100000_POP,36.4
2009,A,0,C,A,N,SH_DTH_NCOM,KG06,NCD_CNCR,PER_100000_POP,40.7
2010,A,0,C,A,N,SH_DTH_NCOM,KG06,NCD_CNCR,PER_100000_POP,40.1
2011,A,0,C,A,N,SH_DTH_NCOM,KG06,NCD_CNCR,PER_100000_POP,43.6
2012,A,0,C,A,N,SH_DTH_NCOM,KG06,NCD_CNCR,PER_100000_POP,43.0
2013,A,0,C,A,N,SH_DTH_NCOM,KG06,NCD_CNCR,PER_100000_POP,43.0
2014,A,0,C,A,N,SH_DTH_NCOM,KG06,NCD_CNCR,PER_100000_POP,50.7
2015,A,0,C,A,N,SH_DTH_NCOM,KG06,NCD_CNCR,PER_100000_POP,50.6
2016,A,0,C,A,N,SH_DTH_NCOM,KG06,NCD_CNCR,PER_100000_POP,49.9
2017,A,0,C,A,N,SH_DTH_NCOM,KG06,NCD_CNCR,PER_100000_POP,49.1
2018,A,0,C,A,N,SH_DTH_NCOM,KG06,NCD_CNCR,PER_100000_POP,51.0
2019,A,0,C,A,N,SH_DTH_NCOM,KG06,NCD_CNCR,PER_100000_POP,52.8
2007,A,0,C,A,N,SH_DTH_NCOM,KG07,NCD_CNCR,PER_100000_POP,47.2
2008,A,0,C,A,N,SH_DTH_NCOM,KG07,NCD_CNCR,PER_100000_POP,54.7
2009,A,0,C,A,N,SH_DTH_NCOM,KG07,NCD_CNCR,PER_100000_POP,59.7
2010,A,0,C,A,N,SH_DTH_NCOM,KG07,NCD_CNCR,PER_100000_POP,66.0
2011,A,0,C,A,N,SH_DTH_NCOM,KG07,NCD_CNCR,PER_100000_POP,59.9
2012,A,0,C,A,N,SH_DTH_NCOM,KG07,NCD_CNCR,PER_100000_POP,58.5
2013,A,0,C,A,N,SH_DTH_NCOM,KG07,NCD_CNCR,PER_100000_POP,68.3
2014,A,0,C,A,N,SH_DTH_NCOM,KG07,NCD_CNCR,PER_100000_POP,68.9
2015,A,0,C,A,N,SH_DTH_NCOM,KG07,NCD_CNCR,PER_100000_POP,60.6
2016,A,0,C,A,N,SH_DTH_NCOM,KG07,NCD_CNCR,PER_100000_POP,70.7
2017,A,0,C,A,N,SH_DTH_NCOM,KG07,NCD_CNCR,PER_100000_POP,62.6
2018,A,0,C,A,N,SH_DTH_NCOM,KG07,NCD_CNCR,PER_100000_POP,59.7
2019,A,0,C,A,N,SH_DTH_NCOM,KG07,NCD_CNCR,PER_100000_POP,61.0
2007,A,0,C,A,N,SH_DTH_NCOM,KG08,NCD_CNCR,PER_100000_POP,88.1
2008,A,0,C,A,N,SH_DTH_NCOM,KG08,NCD_CNCR,PER_100000_POP,91.2
2009,A,0,C,A,N,SH_DTH_NCOM,KG08,NCD_CNCR,PER_100000_POP,95.3
2010,A,0,C,A,N,SH_DTH_NCOM,KG08,NCD_CNCR,PER_100000_POP,89.6
2011,A,0,C,A,N,SH_DTH_NCOM,KG08,NCD_CNCR,PER_100000_POP,92.0
2012,A,0,C,A,N,SH_DTH_NCOM,KG08,NCD_CNCR,PER_100000_POP,91.5
2013,A,0,C,A,N,SH_DTH_NCOM,KG08,NCD_CNCR,PER_100000_POP,88.3
2014,A,0,C,A,N,SH_DTH_NCOM,KG08,NCD_CNCR,PER_100000_POP,92.7
2015,A,0,C,A,N,SH_DTH_NCOM,KG08,NCD_CNCR,PER_100000_POP,82.6
2016,A,0,C,A,N,SH_DTH_NCOM,KG08,NCD_CNCR,PER_100000_POP,94.3
2017,A,0,C,A,N,SH_DTH_NCOM,KG08,NCD_CNCR,PER_100000_POP,91.3
2018,A,0,C,A,N,SH_DTH_NCOM,KG08,NCD_CNCR,PER_100000_POP,97.5
2019,A,0,C,A,N,SH_DTH_NCOM,KG08,NCD_CNCR,PER_100000_POP,96.6
2007,A,0,C,A,N,SH_DTH_NCOM,KG11,NCD_CNCR,PER_100000_POP,82.3
2008,A,0,C,A,N,SH_DTH_NCOM,KG11,NCD_CNCR,PER_100000_POP,82.6
2009,A,0,C,A,N,SH_DTH_NCOM,KG11,NCD_CNCR,PER_100000_POP,75.8
2010,A,0,C,A,N,SH_DTH_NCOM,KG11,NCD_CNCR,PER_100000_POP,78.1
2011,A,0,C,A,N,SH_DTH_NCOM,KG11,NCD_CNCR,PER_100000_POP,69.8
2012,A,0,C,A,N,SH_DTH_NCOM,KG11,NCD_CNCR,PER_100000_POP,67.4
2013,A,0,C,A,N,SH_DTH_NCOM,KG11,NCD_CNCR,PER_100000_POP,69.3
2014,A,0,C,A,N,SH_DTH_NCOM,KG11,NCD_CNCR,PER_100000_POP,73.1
2015,A,0,C,A,N,SH_DTH_NCOM,KG11,NCD_CNCR,PER_100000_POP,76.6
2016,A,0,C,A,N,SH_DTH_NCOM,KG11,NCD_CNCR,PER_100000_POP,66.5
2017,A,0,C,A,N,SH_DTH_NCOM,KG11,NCD_CNCR,PER_100000_POP,69.1
2018,A,0,C,A,N,SH_DTH_NCOM,KG11,NCD_CNCR,PER_100000_POP,69.3
2019,A,0,C,A,N,SH_DTH_NCOM,KG11,NCD_CNCR,PER_100000_POP,64.2
2007,A,0,C,A,N,SH_DTH_NCOM,KG21,NCD_CNCR,PER_100000_POP,46.8
2008,A,0,C,A,N,SH_DTH_NCOM,KG21,NCD_CNCR,PER_100000_POP,50.5
2009,A,0,C,A,N,SH_DTH_NCOM,KG21,NCD_CNCR,PER_100000_POP,50.3
2010,A,0,C,A,N,SH_DTH_NCOM,KG21,NCD_CNCR,PER_100000_POP,46.2
2011,A,0,C,A,N,SH_DTH_NCOM,KG21,NCD_CNCR,PER_100000_POP,58.2
2012,A,0,C,A,N,SH_DTH_NCOM,KG21,NCD_CNCR,PER_100000_POP,50.4
2013,A,0,C,A,N,SH_DTH_NCOM,KG21,NCD_CNCR,PER_100000_POP,64.7
2014,A,0,C,A,N,SH_DTH_NCOM,KG21,NCD_CNCR,PER_100000_POP,52.3
2015,A,0,C,A,N,SH_DTH_NCOM,KG21,NCD_CNCR,PER_100000_POP,51.3
2016,A,0,C,A,N,SH_DTH_NCOM,KG21,NCD_CNCR,PER_100000_POP,54.9
2017,A,0,C,A,N,SH_DTH_NCOM,KG21,NCD_CNCR,PER_100000_POP,53.3
2018,A,0,C,A,N,SH_DTH_NCOM,KG21,NCD_CNCR,PER_100000_POP,65.3
2019,A,0,C,A,N,SH_DTH_NCOM,KG21,NCD_CNCR,PER_100000_POP,58.8
2007,A,0,C,A,N,SH_DTH_NCOM,KG,NCD_DIABTS,PER_100000_POP,6.9
2008,A,0,C,A,N,SH_DTH_NCOM,KG,NCD_DIABTS,PER_100000_POP,6.8
2009,A,0,C,A,N,SH_DTH_NCOM,KG,NCD_DIABTS,PER_100000_POP,6.2
2010,A,0,C,A,N,SH_DTH_NCOM,KG,NCD_DIABTS,PER_100000_POP,5.7
2011,A,0,C,A,N,SH_DTH_NCOM,KG,NCD_DIABTS,PER_100000_POP,5.8
2012,A,0,C,A,N,SH_DTH_NCOM,KG,NCD_DIABTS,PER_100000_POP,5.3
2013,A,0,C,A,N,SH_DTH_NCOM,KG,NCD_DIABTS,PER_100000_POP,6.9
2014,A,0,C,A,N,SH_DTH_NCOM,KG,NCD_DIABTS,PER_100000_POP,7.2
2015,A,0,C,A,N,SH_DTH_NCOM,KG,NCD_DIABTS,PER_100000_POP,6.0
