Year,Observation status,Unit multiplier,Nature of data points,Frequency of observation,Reporting type,SERIES,Reference area,UNIT_MEASURE,Value
2018,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Batken,"Per 100,000 population",7.5
2019,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Batken,"Per 100,000 population",6.8
2007,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Jalal-Abad,"Per 100,000 population",5.7
2008,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Jalal-Abad,"Per 100,000 population",4.7
2009,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Jalal-Abad,"Per 100,000 population",2.4
2010,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Jalal-Abad,"Per 100,000 population",1.5
2011,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Jalal-Abad,"Per 100,000 population",2.3
2012,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Jalal-Abad,"Per 100,000 population",3.8
2013,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Jalal-Abad,"Per 100,000 population",2.8
2014,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Jalal-Abad,"Per 100,000 population",3.9
2015,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Jalal-Abad,"Per 100,000 population",2.7
2016,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Jalal-Abad,"Per 100,000 population",2.9
2017,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Jalal-Abad,"Per 100,000 population",1.4
2018,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Jalal-Abad,"Per 100,000 population",1.5
2019,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Jalal-Abad,"Per 100,000 population",2.6
2007,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Issyk-Kul,"Per 100,000 population",20.0
2008,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Issyk-Kul,"Per 100,000 population",21.5
2009,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Issyk-Kul,"Per 100,000 population",21.2
2010,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Issyk-Kul,"Per 100,000 population",23.0
2011,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Issyk-Kul,"Per 100,000 population",22.0
2012,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Issyk-Kul,"Per 100,000 population",25.1
2013,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Issyk-Kul,"Per 100,000 population",19.1
2014,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Issyk-Kul,"Per 100,000 population",21.0
2015,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Issyk-Kul,"Per 100,000 population",17.6
2016,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Issyk-Kul,"Per 100,000 population",15.6
2017,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Issyk-Kul,"Per 100,000 population",15.0
2018,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Issyk-Kul,"Per 100,000 population",19.5
2019,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Issyk-Kul,"Per 100,000 population",15.6
2007,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Naryn,"Per 100,000 population",14.8
2008,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Naryn,"Per 100,000 population",16.3
2009,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Naryn,"Per 100,000 population",15.5
2010,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Naryn,"Per 100,000 population",19.2
2011,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Naryn,"Per 100,000 population",16.7
2012,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Naryn,"Per 100,000 population",14.6
2013,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Naryn,"Per 100,000 population",13.0
2014,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Naryn,"Per 100,000 population",17.2
2015,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Naryn,"Per 100,000 population",13.8
2016,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Naryn,"Per 100,000 population",13.2
2017,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Naryn,"Per 100,000 population",15.2
2018,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Naryn,"Per 100,000 population",10.2
2019,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Naryn,"Per 100,000 population",10.4
2007,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Osh,"Per 100,000 population",4.6
2008,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Osh,"Per 100,000 population",4.4
2009,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Osh,"Per 100,000 population",4.5
2010,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Osh,"Per 100,000 population",4.2
2011,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Osh,"Per 100,000 population",4.7
2012,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Osh,"Per 100,000 population",5.3
2013,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Osh,"Per 100,000 population",6.2
2014,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Osh,"Per 100,000 population",5.8
2015,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Osh,"Per 100,000 population",4.4
2016,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Osh,"Per 100,000 population",3.9
2017,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Osh,"Per 100,000 population",3.8
2018,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Osh,"Per 100,000 population",2.9
2019,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Osh,"Per 100,000 population",3.5
2007,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Talas,"Per 100,000 population",4.9
2008,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Talas,"Per 100,000 population",4.0
2009,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Talas,"Per 100,000 population",7.5
2010,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Talas,"Per 100,000 population",7.8
2011,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Talas,"Per 100,000 population",5.1
2012,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Talas,"Per 100,000 population",5.1
2013,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Talas,"Per 100,000 population",12.4
2014,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Talas,"Per 100,000 population",6.1
2015,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Talas,"Per 100,000 population",8.4
2016,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Talas,"Per 100,000 population",4.3
2017,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Talas,"Per 100,000 population",3.1
2018,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Talas,"Per 100,000 population",3.8
2019,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Talas,"Per 100,000 population",3.0
2007,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Chui,"Per 100,000 population",15.8
2008,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Chui,"Per 100,000 population",17.9
2009,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Chui,"Per 100,000 population",17.8
2010,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Chui,"Per 100,000 population",20.1
2011,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Chui,"Per 100,000 population",17.2
2012,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Chui,"Per 100,000 population",20.5
2013,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Chui,"Per 100,000 population",14.2
2014,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Chui,"Per 100,000 population",14.4
2015,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Chui,"Per 100,000 population",13.8
2016,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Chui,"Per 100,000 population",16.7
2017,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Chui,"Per 100,000 population",15.2
2018,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Chui,"Per 100,000 population",13.7
2019,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Chui,"Per 100,000 population",11.6
2007,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Bishkek (city),"Per 100,000 population",10.3
2008,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Bishkek (city),"Per 100,000 population",5.3
2009,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Bishkek (city),"Per 100,000 population",5.7
2010,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Bishkek (city),"Per 100,000 population",8.6
2011,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Bishkek (city),"Per 100,000 population",6.5
2012,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Bishkek (city),"Per 100,000 population",4.2
2013,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Bishkek (city),"Per 100,000 population",3.8
2014,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Bishkek (city),"Per 100,000 population",3.2
2015,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Bishkek (city),"Per 100,000 population",2.5
2016,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Bishkek (city),"Per 100,000 population",2.8
2017,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Bishkek (city),"Per 100,000 population",2.4
2018,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Bishkek (city),"Per 100,000 population",1.8
2019,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Bishkek (city),"Per 100,000 population",2.6
2007,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Osh (city),"Per 100,000 population",2.3
2008,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Osh (city),"Per 100,000 population",3.9
2009,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Osh (city),"Per 100,000 population",4.3
2010,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Osh (city),"Per 100,000 population",1.6
2011,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Osh (city),"Per 100,000 population",1.6
2012,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Osh (city),"Per 100,000 population",2.7
2013,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Osh (city),"Per 100,000 population",1.1
2014,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Osh (city),"Per 100,000 population",2.2
2015,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Osh (city),"Per 100,000 population",1.8
2016,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Osh (city),"Per 100,000 population",2.5
2017,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Osh (city),"Per 100,000 population",2.5
2018,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Osh (city),"Per 100,000 population",1.7
2019,Normal value,Units,Country Data,Annual,National,Suicide mortality rate,Osh (city),"Per 100,000 population",2.9
