Year,Observation status,Unit multiplier,Nature of data points,Frequency of observation,Reporting type,SERIES,Reference area,UNIT_MEASURE,Value
2013,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Issyk-Kul,"Per 100,000 population",0.9
2014,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Issyk-Kul,"Per 100,000 population",0.9
2015,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Issyk-Kul,"Per 100,000 population",1.1
2016,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Issyk-Kul,"Per 100,000 population",0.6
2017,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Issyk-Kul,"Per 100,000 population",0.6
2018,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Issyk-Kul,"Per 100,000 population",0.6
2019,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Issyk-Kul,"Per 100,000 population",0.6
2007,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Naryn,"Per 100,000 population",5.1
2008,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Naryn,"Per 100,000 population",3.1
2009,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Naryn,"Per 100,000 population",3.1
2010,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Naryn,"Per 100,000 population",3.1
2011,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Naryn,"Per 100,000 population",4.2
2012,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Naryn,"Per 100,000 population",2.6
2013,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Naryn,"Per 100,000 population",1.5
2014,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Naryn,"Per 100,000 population",1.5
2015,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Naryn,"Per 100,000 population",2.2
2016,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Naryn,"Per 100,000 population",0.7
2017,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Naryn,"Per 100,000 population",1.4
2018,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Naryn,"Per 100,000 population",1.1
2019,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Naryn,"Per 100,000 population",1.4
2007,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Osh,"Per 100,000 population",6.2
2008,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Osh,"Per 100,000 population",6.9
2009,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Osh,"Per 100,000 population",5.4
2010,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Osh,"Per 100,000 population",3.2
2011,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Osh,"Per 100,000 population",3.4
2012,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Osh,"Per 100,000 population",5.3
2013,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Osh,"Per 100,000 population",2.2
2014,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Osh,"Per 100,000 population",2.2
2015,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Osh,"Per 100,000 population",2.6
2016,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Osh,"Per 100,000 population",2.2
2017,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Osh,"Per 100,000 population",1.6
2018,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Osh,"Per 100,000 population",1.5
2019,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Osh,"Per 100,000 population",1.3
2007,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Talas,"Per 100,000 population",4.9
2008,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Talas,"Per 100,000 population",2.7
2009,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Talas,"Per 100,000 population",4.4
2010,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Talas,"Per 100,000 population",1.7
2011,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Talas,"Per 100,000 population",4.7
2012,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Talas,"Per 100,000 population",2.5
2013,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Talas,"Per 100,000 population",0.8
2014,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Talas,"Per 100,000 population",1.2
2015,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Talas,"Per 100,000 population",2.4
2016,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Talas,"Per 100,000 population",2.4
2017,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Talas,"Per 100,000 population",0.4
2018,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Talas,"Per 100,000 population",0.8
2019,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Talas,"Per 100,000 population",0.4
2007,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Chui,"Per 100,000 population",2.0
2008,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Chui,"Per 100,000 population",1.6
2009,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Chui,"Per 100,000 population",1.5
2010,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Chui,"Per 100,000 population",1.0
2011,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Chui,"Per 100,000 population",2.0
2012,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Chui,"Per 100,000 population",2.2
2013,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Chui,"Per 100,000 population",1.2
2014,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Chui,"Per 100,000 population",0.6
2015,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Chui,"Per 100,000 population",0.8
2016,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Chui,"Per 100,000 population",0.7
2017,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Chui,"Per 100,000 population",0.8
2018,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Chui,"Per 100,000 population",0.1
2019,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Chui,"Per 100,000 population",0.7
2007,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Bishkek (city),"Per 100,000 population",1.5
2008,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Bishkek (city),"Per 100,000 population",1.2
2009,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Bishkek (city),"Per 100,000 population",0.5
2010,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Bishkek (city),"Per 100,000 population",0.8
2011,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Bishkek (city),"Per 100,000 population",1.3
2012,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Bishkek (city),"Per 100,000 population",0.8
2013,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Bishkek (city),"Per 100,000 population",0.8
2014,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Bishkek (city),"Per 100,000 population",0.4
2015,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Bishkek (city),"Per 100,000 population",0.8
2016,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Bishkek (city),"Per 100,000 population",0.6
2017,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Bishkek (city),"Per 100,000 population",0.6
2018,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Bishkek (city),"Per 100,000 population",0.4
2019,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Bishkek (city),"Per 100,000 population",0.7
2007,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Osh (city),"Per 100,000 population",0.4
2008,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Osh (city),"Per 100,000 population",0.8
2009,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Osh (city),"Per 100,000 population",1.5
2010,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Osh (city),"Per 100,000 population",1.6
2011,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Osh (city),"Per 100,000 population",1.2
2012,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Osh (city),"Per 100,000 population",0.8
2013,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Osh (city),"Per 100,000 population",1.1
2014,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Osh (city),"Per 100,000 population",1.1
2015,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Osh (city),"Per 100,000 population",0.4
2016,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Osh (city),"Per 100,000 population",0.4
2017,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Osh (city),"Per 100,000 population",0.7
2018,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Osh (city),"Per 100,000 population",0.7
2019,Normal value,Units,Country Data,Annual,National,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Osh (city),"Per 100,000 population",0.7
