Year,Observation status,Unit multiplier,Nature of data points,Frequency of observation,Reporting type,SERIES,Reference area,UNIT_MEASURE,Value
2013,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Jalal-Abad,Percent,14.223455
2014,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Jalal-Abad,Percent,13.31045
2015,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Jalal-Abad,Percent,12.970219
2016,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Jalal-Abad,Percent,11.583637
2017,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Jalal-Abad,Percent,10.880196
2018,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Jalal-Abad,Percent,14.846672
2019,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Jalal-Abad,Percent,18.242711
2007,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Issyk-Kul,Percent,8.540686
2008,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Issyk-Kul,Percent,8.259986
2009,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Issyk-Kul,Percent,9.315589
2010,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Issyk-Kul,Percent,8.22112
2011,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Issyk-Kul,Percent,8.420239
2012,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Issyk-Kul,Percent,8.84919
2013,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Issyk-Kul,Percent,9.235528
2014,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Issyk-Kul,Percent,9.274194
2015,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Issyk-Kul,Percent,9.147425
2016,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Issyk-Kul,Percent,10.567515
2017,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Issyk-Kul,Percent,10.426321
2018,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Issyk-Kul,Percent,15.030146
2019,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Issyk-Kul,Percent,10.464548
2007,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Naryn,Percent,10.864198
2008,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Naryn,Percent,9.78836
2009,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Naryn,Percent,11.829436
2010,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Naryn,Percent,11.290323
2011,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Naryn,Percent,12.066574
2012,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Naryn,Percent,15.660685
2013,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Naryn,Percent,16.021127
2014,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Naryn,Percent,15.99297
2015,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Naryn,Percent,13.204509
2016,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Naryn,Percent,8.777429
2017,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Naryn,Percent,6.107955
2018,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Naryn,Percent,16.91678
2019,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Naryn,Percent,11.142322
2007,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Osh,Percent,16.491228
2008,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Osh,Percent,15.367483
2009,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Osh,Percent,13.901531
2010,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Osh,Percent,9.337676
2011,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Osh,Percent,15.801457
2012,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Osh,Percent,15.308989
2013,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Osh,Percent,13.977567
2014,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Osh,Percent,13.731473
2015,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Osh,Percent,12.995781
2016,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Osh,Percent,13.668061
2017,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Osh,Percent,13.422509
2018,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Osh,Percent,18.432574
2019,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Osh,Percent,4.635762
2007,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Talas,Percent,14.364035
2008,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Talas,Percent,10.358566
2009,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Talas,Percent,9.846154
2010,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Talas,Percent,12.527233
2011,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Talas,Percent,12.529002
2012,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Talas,Percent,12.204234
2013,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Talas,Percent,12.035851
2014,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Talas,Percent,10.376135
2015,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Talas,Percent,10.504775
2016,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Talas,Percent,5.898876
2017,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Talas,Percent,5.3125
2018,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Talas,Percent,10.169492
2019,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Talas,Percent,21.302578
2007,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Chui,Percent,5.955414
2008,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Chui,Percent,5.909974
2009,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Chui,Percent,6.102396
2010,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Chui,Percent,5.576827
2011,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Chui,Percent,5.305596
2012,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Chui,Percent,5.752841
2013,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Chui,Percent,5.859081
2014,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Chui,Percent,5.610561
2015,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Chui,Percent,4.5309
2016,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Chui,Percent,5.81876
2017,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Chui,Percent,6.0367
2018,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Chui,Percent,10.008187
2019,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Chui,Percent,4.92865
2007,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Bishkek (city),Percent,17.506545
2008,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Bishkek (city),Percent,15.300865
2009,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Bishkek (city),Percent,14.217706
2010,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Bishkek (city),Percent,15.744136
2011,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Bishkek (city),Percent,14.394252
2012,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Bishkek (city),Percent,14.448038
2013,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Bishkek (city),Percent,15.28626
2014,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Bishkek (city),Percent,14.864036
2015,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Bishkek (city),Percent,12.481577
2016,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Bishkek (city),Percent,12.093526
2017,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Bishkek (city),Percent,11.219696
2018,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Bishkek (city),Percent,27.432647
2019,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Bishkek (city),Percent,8.179524
2007,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Osh (city),Percent,14.014055
2008,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Osh (city),Percent,13.525773
2009,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Osh (city),Percent,12.5
2010,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Osh (city),Percent,5.6182
2011,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Osh (city),Percent,12.006861
2012,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Osh (city),Percent,10.845431
2013,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Osh (city),Percent,11.443015
2014,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Osh (city),Percent,9.732748
2015,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Osh (city),Percent,9.389671
2016,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Osh (city),Percent,10.341767
2017,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Osh (city),Percent,10.013292
2018,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Osh (city),Percent,27.852349
2019,Normal value,Units,Country Data,Annual,National,Proportion of crimes committed in public places and on the streets to the total number of recorded crimes,Osh (city),Percent,13.356461
