Year,Observation status,Unit multiplier,Nature of data points,Frequency of observation,Reporting type,SERIES,Reference area,UNIT_MEASURE,Value
2011,Normal value,Units,Country Data,Annual,National,Proportion of safely treated domestic wastewater flows,Chui,Percent,0.0
2012,Normal value,Units,Country Data,Annual,National,Proportion of safely treated domestic wastewater flows,Chui,Percent,0.0
2013,Normal value,Units,Country Data,Annual,National,Proportion of safely treated domestic wastewater flows,Chui,Percent,29.8
2014,Normal value,Units,Country Data,Annual,National,Proportion of safely treated domestic wastewater flows,Chui,Percent,74.8
2015,Normal value,Units,Country Data,Annual,National,Proportion of safely treated domestic wastewater flows,Chui,Percent,97.1
2016,Normal value,Units,Country Data,Annual,National,Proportion of safely treated domestic wastewater flows,Chui,Percent,95.4
2017,Normal value,Units,Country Data,Annual,National,Proportion of safely treated domestic wastewater flows,Chui,Percent,59.4
2018,Normal value,Units,Country Data,Annual,National,Proportion of safely treated domestic wastewater flows,Chui,Percent,65.4
2019,Normal value,Units,Country Data,Annual,National,Proportion of safely treated domestic wastewater flows,Chui,Percent,63.0
2010,Normal value,Units,Country Data,Annual,National,Proportion of safely treated domestic wastewater flows,Bishkek (city),Percent,99.1
2011,Normal value,Units,Country Data,Annual,National,Proportion of safely treated domestic wastewater flows,Bishkek (city),Percent,100.0
2012,Normal value,Units,Country Data,Annual,National,Proportion of safely treated domestic wastewater flows,Bishkek (city),Percent,100.0
2013,Normal value,Units,Country Data,Annual,National,Proportion of safely treated domestic wastewater flows,Bishkek (city),Percent,100.0
2014,Normal value,Units,Country Data,Annual,National,Proportion of safely treated domestic wastewater flows,Bishkek (city),Percent,100.0
2015,Normal value,Units,Country Data,Annual,National,Proportion of safely treated domestic wastewater flows,Bishkek (city),Percent,100.0
2016,Normal value,Units,Country Data,Annual,National,Proportion of safely treated domestic wastewater flows,Bishkek (city),Percent,100.0
2017,Normal value,Units,Country Data,Annual,National,Proportion of safely treated domestic wastewater flows,Bishkek (city),Percent,100.0
2018,Normal value,Units,Country Data,Annual,National,Proportion of safely treated domestic wastewater flows,Bishkek (city),Percent,100.0
2019,Normal value,Units,Country Data,Annual,National,Proportion of safely treated domestic wastewater flows,Bishkek (city),Percent,100.0
2010,Normal value,Units,Country Data,Annual,National,Proportion of safely treated domestic wastewater flows,Osh (city),Percent,100.0
