Year,Observation status,Unit multiplier,Nature of data points,Frequency of observation,Reporting type,SERIES,Reference area,UNIT_MEASURE,Value
2019,Normal value,Units,Country Data,Annual,National,Proportion of births attended by skilled health personnel,Osh,Percent,99.216847
2007,Normal value,Units,Country Data,Annual,National,Proportion of births attended by skilled health personnel,Talas,Percent,99.285714
2008,Normal value,Units,Country Data,Annual,National,Proportion of births attended by skilled health personnel,Talas,Percent,99.252883
2009,Normal value,Units,Country Data,Annual,National,Proportion of births attended by skilled health personnel,Talas,Percent,99.270189
2010,Normal value,Units,Country Data,Annual,National,Proportion of births attended by skilled health personnel,Talas,Percent,99.485821
2011,Normal value,Units,Country Data,Annual,National,Proportion of births attended by skilled health personnel,Talas,Percent,99.688576
2012,Normal value,Units,Country Data,Annual,National,Proportion of births attended by skilled health personnel,Talas,Percent,99.660672
2013,Normal value,Units,Country Data,Annual,National,Proportion of births attended by skilled health personnel,Talas,Percent,99.694501
2014,Normal value,Units,Country Data,Annual,National,Proportion of births attended by skilled health personnel,Talas,Percent,99.680296
2015,Normal value,Units,Country Data,Annual,National,Proportion of births attended by skilled health personnel,Talas,Percent,99.729775
2016,Normal value,Units,Country Data,Annual,National,Proportion of births attended by skilled health personnel,Talas,Percent,99.713877
2017,Normal value,Units,Country Data,Annual,National,Proportion of births attended by skilled health personnel,Talas,Percent,99.5
2018,Normal value,Units,Country Data,Annual,National,Proportion of births attended by skilled health personnel,Talas,Percent,99.7
2019,Normal value,Units,Country Data,Annual,National,Proportion of births attended by skilled health personnel,Talas,Percent,99.610751
2007,Normal value,Units,Country Data,Annual,National,Proportion of births attended by skilled health personnel,Chui,Percent,99.023641
2008,Normal value,Units,Country Data,Annual,National,Proportion of births attended by skilled health personnel,Chui,Percent,99.18247
2009,Normal value,Units,Country Data,Annual,National,Proportion of births attended by skilled health personnel,Chui,Percent,99.161879
2010,Normal value,Units,Country Data,Annual,National,Proportion of births attended by skilled health personnel,Chui,Percent,99.199707
2011,Normal value,Units,Country Data,Annual,National,Proportion of births attended by skilled health personnel,Chui,Percent,99.107284
2012,Normal value,Units,Country Data,Annual,National,Proportion of births attended by skilled health personnel,Chui,Percent,99.152542
2013,Normal value,Units,Country Data,Annual,National,Proportion of births attended by skilled health personnel,Chui,Percent,99.134263
2014,Normal value,Units,Country Data,Annual,National,Proportion of births attended by skilled health personnel,Chui,Percent,99.23354
2015,Normal value,Units,Country Data,Annual,National,Proportion of births attended by skilled health personnel,Chui,Percent,99.163311
2016,Normal value,Units,Country Data,Annual,National,Proportion of births attended by skilled health personnel,Chui,Percent,99.176269
2017,Normal value,Units,Country Data,Annual,National,Proportion of births attended by skilled health personnel,Chui,Percent,99.2
2018,Normal value,Units,Country Data,Annual,National,Proportion of births attended by skilled health personnel,Chui,Percent,99.2
2019,Normal value,Units,Country Data,Annual,National,Proportion of births attended by skilled health personnel,Chui,Percent,99.366992
2007,Normal value,Units,Country Data,Annual,National,Proportion of births attended by skilled health personnel,Bishkek (city),Percent,99.435435
2008,Normal value,Units,Country Data,Annual,National,Proportion of births attended by skilled health personnel,Bishkek (city),Percent,99.586624
2009,Normal value,Units,Country Data,Annual,National,Proportion of births attended by skilled health personnel,Bishkek (city),Percent,99.621193
2010,Normal value,Units,Country Data,Annual,National,Proportion of births attended by skilled health personnel,Bishkek (city),Percent,99.598067
2011,Normal value,Units,Country Data,Annual,National,Proportion of births attended by skilled health personnel,Bishkek (city),Percent,99.46062
2012,Normal value,Units,Country Data,Annual,National,Proportion of births attended by skilled health personnel,Bishkek (city),Percent,99.614421
2013,Normal value,Units,Country Data,Annual,National,Proportion of births attended by skilled health personnel,Bishkek (city),Percent,99.611183
2014,Normal value,Units,Country Data,Annual,National,Proportion of births attended by skilled health personnel,Bishkek (city),Percent,99.609444
2015,Normal value,Units,Country Data,Annual,National,Proportion of births attended by skilled health personnel,Bishkek (city),Percent,99.494367
2016,Normal value,Units,Country Data,Annual,National,Proportion of births attended by skilled health personnel,Bishkek (city),Percent,99.479551
2017,Normal value,Units,Country Data,Annual,National,Proportion of births attended by skilled health personnel,Bishkek (city),Percent,99.5
2018,Normal value,Units,Country Data,Annual,National,Proportion of births attended by skilled health personnel,Bishkek (city),Percent,99.6
2019,Normal value,Units,Country Data,Annual,National,Proportion of births attended by skilled health personnel,Bishkek (city),Percent,99.478079
2007,Normal value,Units,Country Data,Annual,National,Proportion of births attended by skilled health personnel,Osh (city),Percent,98.916283
2008,Normal value,Units,Country Data,Annual,National,Proportion of births attended by skilled health personnel,Osh (city),Percent,98.982971
2009,Normal value,Units,Country Data,Annual,National,Proportion of births attended by skilled health personnel,Osh (city),Percent,98.918685
2010,Normal value,Units,Country Data,Annual,National,Proportion of births attended by skilled health personnel,Osh (city),Percent,97.390903
2011,Normal value,Units,Country Data,Annual,National,Proportion of births attended by skilled health personnel,Osh (city),Percent,99.342208
2012,Normal value,Units,Country Data,Annual,National,Proportion of births attended by skilled health personnel,Osh (city),Percent,98.973247
2013,Normal value,Units,Country Data,Annual,National,Proportion of births attended by skilled health personnel,Osh (city),Percent,99.300699
2014,Normal value,Units,Country Data,Annual,National,Proportion of births attended by skilled health personnel,Osh (city),Percent,99.388163
2015,Normal value,Units,Country Data,Annual,National,Proportion of births attended by skilled health personnel,Osh (city),Percent,99.258076
2016,Normal value,Units,Country Data,Annual,National,Proportion of births attended by skilled health personnel,Osh (city),Percent,99.319952
2017,Normal value,Units,Country Data,Annual,National,Proportion of births attended by skilled health personnel,Osh (city),Percent,99.5
2018,Normal value,Units,Country Data,Annual,National,Proportion of births attended by skilled health personnel,Osh (city),Percent,99.7
2019,Normal value,Units,Country Data,Annual,National,Proportion of births attended by skilled health personnel,Osh (city),Percent,99.537118
