Year,Observation status,Unit multiplier,Nature of data points,Frequency of observation,Reporting type,SERIES,Reference area,UNIT_MEASURE,Value
2017,Normal value,Units,Country Data,Annual,National,"Index ""Personal perception of corruption level in state bodies of executive power and local self-government bodies""",Issyk-Kul,Index,25.6
2018,Normal value,Units,Country Data,Annual,National,"Index ""Personal perception of corruption level in state bodies of executive power and local self-government bodies""",Issyk-Kul,Index,16.6
2019,Normal value,Units,Country Data,Annual,National,"Index ""Personal perception of corruption level in state bodies of executive power and local self-government bodies""",Issyk-Kul,Index,45.71014
2015,Normal value,Units,Country Data,Annual,National,"Index ""Personal perception of corruption level in state bodies of executive power and local self-government bodies""",Naryn,Index,-5.438854
2016,Normal value,Units,Country Data,Annual,National,"Index ""Personal perception of corruption level in state bodies of executive power and local self-government bodies""",Naryn,Index,-3.700551
2017,Normal value,Units,Country Data,Annual,National,"Index ""Personal perception of corruption level in state bodies of executive power and local self-government bodies""",Naryn,Index,16.3
2018,Normal value,Units,Country Data,Annual,National,"Index ""Personal perception of corruption level in state bodies of executive power and local self-government bodies""",Naryn,Index,5.4
2019,Normal value,Units,Country Data,Annual,National,"Index ""Personal perception of corruption level in state bodies of executive power and local self-government bodies""",Naryn,Index,24.570798
2015,Normal value,Units,Country Data,Annual,National,"Index ""Personal perception of corruption level in state bodies of executive power and local self-government bodies""",Osh,Index,18.022223
2016,Normal value,Units,Country Data,Annual,National,"Index ""Personal perception of corruption level in state bodies of executive power and local self-government bodies""",Osh,Index,0.07913
2017,Normal value,Units,Country Data,Annual,National,"Index ""Personal perception of corruption level in state bodies of executive power and local self-government bodies""",Osh,Index,16.9
2018,Normal value,Units,Country Data,Annual,National,"Index ""Personal perception of corruption level in state bodies of executive power and local self-government bodies""",Osh,Index,5.4
2019,Normal value,Units,Country Data,Annual,National,"Index ""Personal perception of corruption level in state bodies of executive power and local self-government bodies""",Osh,Index,12.597911
2015,Normal value,Units,Country Data,Annual,National,"Index ""Personal perception of corruption level in state bodies of executive power and local self-government bodies""",Talas,Index,16.930727
2016,Normal value,Units,Country Data,Annual,National,"Index ""Personal perception of corruption level in state bodies of executive power and local self-government bodies""",Talas,Index,15.126177
2017,Normal value,Units,Country Data,Annual,National,"Index ""Personal perception of corruption level in state bodies of executive power and local self-government bodies""",Talas,Index,17.2
2018,Normal value,Units,Country Data,Annual,National,"Index ""Personal perception of corruption level in state bodies of executive power and local self-government bodies""",Talas,Index,24.8
2019,Normal value,Units,Country Data,Annual,National,"Index ""Personal perception of corruption level in state bodies of executive power and local self-government bodies""",Talas,Index,29.450445
2015,Normal value,Units,Country Data,Annual,National,"Index ""Personal perception of corruption level in state bodies of executive power and local self-government bodies""",Chui,Index,25.703179
2016,Normal value,Units,Country Data,Annual,National,"Index ""Personal perception of corruption level in state bodies of executive power and local self-government bodies""",Chui,Index,26.618611
2017,Normal value,Units,Country Data,Annual,National,"Index ""Personal perception of corruption level in state bodies of executive power and local self-government bodies""",Chui,Index,28.8
2018,Normal value,Units,Country Data,Annual,National,"Index ""Personal perception of corruption level in state bodies of executive power and local self-government bodies""",Chui,Index,16.2
2019,Normal value,Units,Country Data,Annual,National,"Index ""Personal perception of corruption level in state bodies of executive power and local self-government bodies""",Chui,Index,17.355551
2015,Normal value,Units,Country Data,Annual,National,"Index ""Personal perception of corruption level in state bodies of executive power and local self-government bodies""",Bishkek (city),Index,-9.015999
2016,Normal value,Units,Country Data,Annual,National,"Index ""Personal perception of corruption level in state bodies of executive power and local self-government bodies""",Bishkek (city),Index,-11.403693
2017,Normal value,Units,Country Data,Annual,National,"Index ""Personal perception of corruption level in state bodies of executive power and local self-government bodies""",Bishkek (city),Index,-3.4
2018,Normal value,Units,Country Data,Annual,National,"Index ""Personal perception of corruption level in state bodies of executive power and local self-government bodies""",Bishkek (city),Index,-12.8
2019,Normal value,Units,Country Data,Annual,National,"Index ""Personal perception of corruption level in state bodies of executive power and local self-government bodies""",Bishkek (city),Index,-17.985899
2015,Normal value,Units,Country Data,Annual,National,"Index ""Personal perception of corruption level in state bodies of executive power and local self-government bodies""",Osh (city),Index,10.609517
2016,Normal value,Units,Country Data,Annual,National,"Index ""Personal perception of corruption level in state bodies of executive power and local self-government bodies""",Osh (city),Index,25.440447
2017,Normal value,Units,Country Data,Annual,National,"Index ""Personal perception of corruption level in state bodies of executive power and local self-government bodies""",Osh (city),Index,37.2
2018,Normal value,Units,Country Data,Annual,National,"Index ""Personal perception of corruption level in state bodies of executive power and local self-government bodies""",Osh (city),Index,39.6
2019,Normal value,Units,Country Data,Annual,National,"Index ""Personal perception of corruption level in state bodies of executive power and local self-government bodies""",Osh (city),Index,22.751648
