Year,Observation status,Unit multiplier,Nature of data points,Frequency of observation,Reporting type,SERIES,Reference area,Sex,UNIT_MEASURE,Value
2012,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Batken,Female,"Per 100,000 live births",43.5
2013,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Batken,Female,"Per 100,000 live births",42.0
2014,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Batken,Female,"Per 100,000 live births",108.7
2015,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Batken,Female,"Per 100,000 live births",26.1
2016,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Batken,Female,"Per 100,000 live births",41.9
2017,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Batken,Female,"Per 100,000 live births",51.9
2018,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Batken,Female,"Per 100,000 live births",33.6
2019,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Batken,Female,"Per 100,000 live births",25.8
2007,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Jalal-Abad,Female,"Per 100,000 live births",32.8
2008,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Jalal-Abad,Female,"Per 100,000 live births",66.6
2009,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Jalal-Abad,Female,"Per 100,000 live births",40.3
2010,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Jalal-Abad,Female,"Per 100,000 live births",31.1
2011,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Jalal-Abad,Female,"Per 100,000 live births",36.5
2012,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Jalal-Abad,Female,"Per 100,000 live births",55.9
2013,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Jalal-Abad,Female,"Per 100,000 live births",33.0
2014,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Jalal-Abad,Female,"Per 100,000 live births",53.7
2015,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Jalal-Abad,Female,"Per 100,000 live births",53.3
2016,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Jalal-Abad,Female,"Per 100,000 live births",33.5
2017,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Jalal-Abad,Female,"Per 100,000 live births",53.6
2018,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Jalal-Abad,Female,"Per 100,000 live births",38.2
2019,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Jalal-Abad,Female,"Per 100,000 live births",37.2
2007,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Issyk-Kul,Female,"Per 100,000 live births",89.7
2008,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Issyk-Kul,Female,"Per 100,000 live births",122.9
2009,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Issyk-Kul,Female,"Per 100,000 live births",72.0
2010,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Issyk-Kul,Female,"Per 100,000 live births",70.4
2011,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Issyk-Kul,Female,"Per 100,000 live births",62.6
2012,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Issyk-Kul,Female,"Per 100,000 live births",97.2
2013,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Issyk-Kul,Female,"Per 100,000 live births",37.2
2014,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Issyk-Kul,Female,"Per 100,000 live births",55.3
2015,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Issyk-Kul,Female,"Per 100,000 live births",26.7
2016,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Issyk-Kul,Female,"Per 100,000 live births",34.7
2017,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Issyk-Kul,Female,"Per 100,000 live births",37.0
2018,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Issyk-Kul,Female,"Per 100,000 live births",71.2
2019,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Issyk-Kul,Female,"Per 100,000 live births",28.4
2007,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Naryn,Female,"Per 100,000 live births",62.3
2008,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Naryn,Female,"Per 100,000 live births",46.2
2009,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Naryn,Female,"Per 100,000 live births",105.5
2010,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Naryn,Female,"Per 100,000 live births",69.6
2011,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Naryn,Female,"Per 100,000 live births",83.3
2012,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Naryn,Female,"Per 100,000 live births",56.2
2013,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Naryn,Female,"Per 100,000 live births",29.0
2014,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Naryn,Female,"Per 100,000 live births",135.7
2015,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Naryn,Female,"Per 100,000 live births",30.6
2016,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Naryn,Female,"Per 100,000 live births",43.7
2018,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Naryn,Female,"Per 100,000 live births",105.7
2019,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Naryn,Female,"Per 100,000 live births",16.6
2007,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Osh,Female,"Per 100,000 live births",26.0
2008,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Osh,Female,"Per 100,000 live births",54.4
2009,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Osh,Female,"Per 100,000 live births",93.2
2010,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Osh,Female,"Per 100,000 live births",78.6
2011,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Osh,Female,"Per 100,000 live births",62.5
2012,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Osh,Female,"Per 100,000 live births",58.1
2013,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Osh,Female,"Per 100,000 live births",42.8
2014,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Osh,Female,"Per 100,000 live births",43.4
2015,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Osh,Female,"Per 100,000 live births",43.4
2016,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Osh,Female,"Per 100,000 live births",24.9
2017,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Osh,Female,"Per 100,000 live births",25.6
2018,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Osh,Female,"Per 100,000 live births",19.5
2019,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Osh,Female,"Per 100,000 live births",25.5
2007,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Talas,Female,"Per 100,000 live births",120.3
2008,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Talas,Female,"Per 100,000 live births",51.1
2009,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Talas,Female,"Per 100,000 live births",61.3
2010,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Talas,Female,"Per 100,000 live births",87.0
2011,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Talas,Female,"Per 100,000 live births",40.9
2012,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Talas,Female,"Per 100,000 live births",14.1
2013,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Talas,Female,"Per 100,000 live births",14.8
2014,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Talas,Female,"Per 100,000 live births",44.6
2015,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Talas,Female,"Per 100,000 live births",15.1
2019,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Talas,Female,"Per 100,000 live births",16.6
2007,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Chui,Female,"Per 100,000 live births",78.3
2008,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Chui,Female,"Per 100,000 live births",34.4
2009,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Chui,Female,"Per 100,000 live births",61.1
2010,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Chui,Female,"Per 100,000 live births",49.5
2011,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Chui,Female,"Per 100,000 live births",69.0
2012,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Chui,Female,"Per 100,000 live births",41.2
2013,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Chui,Female,"Per 100,000 live births",50.4
2014,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Chui,Female,"Per 100,000 live births",44.4
2015,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Chui,Female,"Per 100,000 live births",40.3
2016,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Chui,Female,"Per 100,000 live births",47.9
2017,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Chui,Female,"Per 100,000 live births",22.9
2018,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Chui,Female,"Per 100,000 live births",16.1
2019,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Chui,Female,"Per 100,000 live births",32.5
2007,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Bishkek (city),Female,"Per 100,000 live births",17.3
2008,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Bishkek (city),Female,"Per 100,000 live births",22.0
2009,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Bishkek (city),Female,"Per 100,000 live births",20.4
2010,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Bishkek (city),Female,"Per 100,000 live births",19.4
2011,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Bishkek (city),Female,"Per 100,000 live births",43.3
2012,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Bishkek (city),Female,"Per 100,000 live births",18.0
2013,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Bishkek (city),Female,"Per 100,000 live births",26.1
2014,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Bishkek (city),Female,"Per 100,000 live births",16.4
2015,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Bishkek (city),Female,"Per 100,000 live births",30.5
2016,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Bishkek (city),Female,"Per 100,000 live births",17.6
2017,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Bishkek (city),Female,"Per 100,000 live births",13.4
2018,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Bishkek (city),Female,"Per 100,000 live births",18.0
2019,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Bishkek (city),Female,"Per 100,000 live births",16.9
2007,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Osh (city),Female,"Per 100,000 live births",100.6
2008,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Osh (city),Female,"Per 100,000 live births",38.6
2009,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Osh (city),Female,"Per 100,000 live births",168.4
2011,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Osh (city),Female,"Per 100,000 live births",35.7
2012,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Osh (city),Female,"Per 100,000 live births",60.3
2013,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Osh (city),Female,"Per 100,000 live births",15.0
2015,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Osh (city),Female,"Per 100,000 live births",40.9
2016,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Osh (city),Female,"Per 100,000 live births",13.5
2017,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Osh (city),Female,"Per 100,000 live births",64.9
2018,Normal value,Units,Country Data,Annual,National,Maternal mortality ratio,Osh (city),Female,"Per 100,000 live births",8.3
