Year,Observation status,Unit multiplier,Nature of data points,Frequency of observation,Reporting type,SERIES,Reference area,Sex,UNIT_MEASURE,Value
2016,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Kyrgyzstan,Female,"Per 100,000 population",81.7
2017,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Kyrgyzstan,Female,"Per 100,000 population",77.7
2018,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Kyrgyzstan,Female,"Per 100,000 population",69.02199
2019,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Kyrgyzstan,Female,"Per 100,000 population",66.863517
2007,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Kyrgyzstan,Male,"Per 100,000 population",140.46199
2008,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Kyrgyzstan,Male,"Per 100,000 population",127.338423
2009,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Kyrgyzstan,Male,"Per 100,000 population",122.936319
2010,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Kyrgyzstan,Male,"Per 100,000 population",117.8
2011,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Kyrgyzstan,Male,"Per 100,000 population",119.256007
2012,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Kyrgyzstan,Male,"Per 100,000 population",123.922984
2013,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Kyrgyzstan,Male,"Per 100,000 population",117.4
2014,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Kyrgyzstan,Male,"Per 100,000 population",113.7
2015,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Kyrgyzstan,Male,"Per 100,000 population",113.1
2016,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Kyrgyzstan,Male,"Per 100,000 population",105.3
2017,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Kyrgyzstan,Male,"Per 100,000 population",103.8
2018,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Kyrgyzstan,Male,"Per 100,000 population",97.234292
2019,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Kyrgyzstan,Male,"Per 100,000 population",91.178105
2007,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Batken,,"Per 100,000 population",80.315042
2008,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Batken,,"Per 100,000 population",81.679899
2009,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Batken,,"Per 100,000 population",82.704723
2010,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Batken,,"Per 100,000 population",81.83755
2011,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Batken,,"Per 100,000 population",78.880836
2012,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Batken,,"Per 100,000 population",90.334237
2013,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Batken,,"Per 100,000 population",90.032265
2014,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Batken,,"Per 100,000 population",86.073371
2015,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Batken,,"Per 100,000 population",72.743563
2016,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Batken,,"Per 100,000 population",67.061001
2017,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Batken,,"Per 100,000 population",70.8
2018,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Batken,,"Per 100,000 population",64.887679
2019,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Batken,,"Per 100,000 population",55.906409
2007,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Batken,Female,"Per 100,000 population",70.837249
2008,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Batken,Female,"Per 100,000 population",67.323067
2009,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Batken,Female,"Per 100,000 population",81.332337
2010,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Batken,Female,"Per 100,000 population",62.3
2011,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Batken,Female,"Per 100,000 population",63.9
2012,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Batken,Female,"Per 100,000 population",79.7
2013,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Batken,Female,"Per 100,000 population",81.0
2014,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Batken,Female,"Per 100,000 population",78.8
2015,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Batken,Female,"Per 100,000 population",63.1
2016,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Batken,Female,"Per 100,000 population",66.6
2017,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Batken,Female,"Per 100,000 population",65.7
2018,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Batken,Female,"Per 100,000 population",60.420827
2019,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Batken,Female,"Per 100,000 population",45.279254
2007,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Batken,Male,"Per 100,000 population",89.745096
2008,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Batken,Male,"Per 100,000 population",95.98673
2009,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Batken,Male,"Per 100,000 population",84.03016
2010,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Batken,Male,"Per 100,000 population",100.8
2011,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Batken,Male,"Per 100,000 population",93.4
2012,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Batken,Male,"Per 100,000 population",100.7
2013,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Batken,Male,"Per 100,000 population",98.8
2014,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Batken,Male,"Per 100,000 population",93.2
2015,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Batken,Male,"Per 100,000 population",82.0
2016,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Batken,Male,"Per 100,000 population",67.5
2017,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Batken,Male,"Per 100,000 population",75.7
2018,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Batken,Male,"Per 100,000 population",69.192377
2019,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Batken,Male,"Per 100,000 population",66.139521
2007,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Jalal-Abad,,"Per 100,000 population",91.916186
2008,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Jalal-Abad,,"Per 100,000 population",88.339312
2009,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Jalal-Abad,,"Per 100,000 population",87.787489
2010,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Jalal-Abad,,"Per 100,000 population",85.931674
2011,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Jalal-Abad,,"Per 100,000 population",82.549369
2012,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Jalal-Abad,,"Per 100,000 population",86.910818
2013,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Jalal-Abad,,"Per 100,000 population",80.886516
2014,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Jalal-Abad,,"Per 100,000 population",85.34428
2015,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Jalal-Abad,,"Per 100,000 population",76.512241
2016,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Jalal-Abad,,"Per 100,000 population",84.915163
2017,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Jalal-Abad,,"Per 100,000 population",80.2
2018,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Jalal-Abad,,"Per 100,000 population",73.346827
2019,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Jalal-Abad,,"Per 100,000 population",68.97159
2007,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Jalal-Abad,Female,"Per 100,000 population",75.21801
2008,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Jalal-Abad,Female,"Per 100,000 population",71.207543
2009,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Jalal-Abad,Female,"Per 100,000 population",71.790057
2010,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Jalal-Abad,Female,"Per 100,000 population",74.3
2011,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Jalal-Abad,Female,"Per 100,000 population",72.983333
2012,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Jalal-Abad,Female,"Per 100,000 population",75.789204
2013,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Jalal-Abad,Female,"Per 100,000 population",74.3
2014,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Jalal-Abad,Female,"Per 100,000 population",81.8
2015,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Jalal-Abad,Female,"Per 100,000 population",66.2
2016,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Jalal-Abad,Female,"Per 100,000 population",79.5
2017,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Jalal-Abad,Female,"Per 100,000 population",72.8
2018,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Jalal-Abad,Female,"Per 100,000 population",64.089585
2019,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Jalal-Abad,Female,"Per 100,000 population",67.445158
2007,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Jalal-Abad,Male,"Per 100,000 population",108.757553
2008,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Jalal-Abad,Male,"Per 100,000 population",105.621764
2009,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Jalal-Abad,Male,"Per 100,000 population",103.75711
2010,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Jalal-Abad,Male,"Per 100,000 population",97.6
2011,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Jalal-Abad,Male,"Per 100,000 population",92.090531
2012,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Jalal-Abad,Male,"Per 100,000 population",97.991089
2013,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Jalal-Abad,Male,"Per 100,000 population",87.5
2014,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Jalal-Abad,Male,"Per 100,000 population",88.8
2015,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Jalal-Abad,Male,"Per 100,000 population",86.7
2016,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Jalal-Abad,Male,"Per 100,000 population",90.3
2017,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Jalal-Abad,Male,"Per 100,000 population",87.5
2018,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Jalal-Abad,Male,"Per 100,000 population",82.492292
2019,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Jalal-Abad,Male,"Per 100,000 population",70.478672
2007,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Issyk-Kul,,"Per 100,000 population",74.818397
2008,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Issyk-Kul,,"Per 100,000 population",65.710142
2009,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Issyk-Kul,,"Per 100,000 population",68.260473
2010,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Issyk-Kul,,"Per 100,000 population",67.280621
2011,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Issyk-Kul,,"Per 100,000 population",68.345501
2012,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Issyk-Kul,,"Per 100,000 population",70.114091
2013,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Issyk-Kul,,"Per 100,000 population",69.963198
2014,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Issyk-Kul,,"Per 100,000 population",63.962325
2015,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Issyk-Kul,,"Per 100,000 population",58.459621
2016,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Issyk-Kul,,"Per 100,000 population",60.411219
2017,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Issyk-Kul,,"Per 100,000 population",48.6
2018,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Issyk-Kul,,"Per 100,000 population",48.933537
2019,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Issyk-Kul,,"Per 100,000 population",50.313751
2007,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Issyk-Kul,Female,"Per 100,000 population",57.509562
2008,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Issyk-Kul,Female,"Per 100,000 population",56.84919
2009,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Issyk-Kul,Female,"Per 100,000 population",57.58451
2010,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Issyk-Kul,Female,"Per 100,000 population",55.0
2011,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Issyk-Kul,Female,"Per 100,000 population",53.747679
2012,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Issyk-Kul,Female,"Per 100,000 population",57.222843
2013,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Issyk-Kul,Female,"Per 100,000 population",57.9
2014,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Issyk-Kul,Female,"Per 100,000 population",51.3
2015,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Issyk-Kul,Female,"Per 100,000 population",48.5
2016,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Issyk-Kul,Female,"Per 100,000 population",53.8
2017,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Issyk-Kul,Female,"Per 100,000 population",34.8
2018,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Issyk-Kul,Female,"Per 100,000 population",34.802404
2019,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Issyk-Kul,Female,"Per 100,000 population",37.584717
2007,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Issyk-Kul,Male,"Per 100,000 population",92.654432
2008,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Issyk-Kul,Male,"Per 100,000 population",74.822647
2009,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Issyk-Kul,Male,"Per 100,000 population",79.185677
2010,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Issyk-Kul,Male,"Per 100,000 population",79.8
2011,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Issyk-Kul,Male,"Per 100,000 population",83.206714
2012,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Issyk-Kul,Male,"Per 100,000 population",83.217008
2013,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Issyk-Kul,Male,"Per 100,000 population",82.2
2014,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Issyk-Kul,Male,"Per 100,000 population",76.8
2015,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Issyk-Kul,Male,"Per 100,000 population",68.5
2016,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Issyk-Kul,Male,"Per 100,000 population",67.1
2017,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Issyk-Kul,Male,"Per 100,000 population",62.4
2018,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Issyk-Kul,Male,"Per 100,000 population",63.187108
2019,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Issyk-Kul,Male,"Per 100,000 population",63.145201
2007,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Naryn,,"Per 100,000 population",89.134835
2008,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Naryn,,"Per 100,000 population",101.241128
2009,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Naryn,,"Per 100,000 population",97.171948
2010,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Naryn,,"Per 100,000 population",103.928178
2011,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Naryn,,"Per 100,000 population",95.240986
2012,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Naryn,,"Per 100,000 population",105.056599
2013,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Naryn,,"Per 100,000 population",90.465191
2014,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Naryn,,"Per 100,000 population",98.190078
2015,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Naryn,,"Per 100,000 population",84.752208
2016,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Naryn,,"Per 100,000 population",77.322632
2017,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Naryn,,"Per 100,000 population",59.5
2018,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Naryn,,"Per 100,000 population",67.959771
2019,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Naryn,,"Per 100,000 population",55.837828
2007,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Naryn,Female,"Per 100,000 population",73.136894
2008,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Naryn,Female,"Per 100,000 population",93.896008
2009,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Naryn,Female,"Per 100,000 population",87.733728
2010,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Naryn,Female,"Per 100,000 population",85.5
2011,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Naryn,Female,"Per 100,000 population",86.159148
2012,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Naryn,Female,"Per 100,000 population",83.765487
2013,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Naryn,Female,"Per 100,000 population",76.0
2014,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Naryn,Female,"Per 100,000 population",87.0
2015,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Naryn,Female,"Per 100,000 population",75.0
2016,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Naryn,Female,"Per 100,000 population",63.3
2017,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Naryn,Female,"Per 100,000 population",49.0
2018,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Naryn,Female,"Per 100,000 population",47.075606
2019,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Naryn,Female,"Per 100,000 population",48.742238
2007,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Naryn,Male,"Per 100,000 population",104.664525
2008,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Naryn,Male,"Per 100,000 population",108.341574
2009,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Naryn,Male,"Per 100,000 population",106.394379
2010,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Naryn,Male,"Per 100,000 population",121.9
2011,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Naryn,Male,"Per 100,000 population",104.080869
2012,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Naryn,Male,"Per 100,000 population",125.735925
2013,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Naryn,Male,"Per 100,000 population",104.4
2014,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Naryn,Male,"Per 100,000 population",109.0
2015,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Naryn,Male,"Per 100,000 population",94.2
2016,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Naryn,Male,"Per 100,000 population",91.0
2017,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Naryn,Male,"Per 100,000 population",69.6
2018,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Naryn,Male,"Per 100,000 population",88.116038
2019,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Naryn,Male,"Per 100,000 population",62.681401
2007,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh,,"Per 100,000 population",102.866708
2008,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh,,"Per 100,000 population",97.93957
2009,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh,,"Per 100,000 population",99.503115
2010,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh,,"Per 100,000 population",90.272855
2011,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh,,"Per 100,000 population",86.981785
2012,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh,,"Per 100,000 population",89.531841
2013,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh,,"Per 100,000 population",97.423584
2014,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh,,"Per 100,000 population",90.681619
2015,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh,,"Per 100,000 population",91.237869
2016,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh,,"Per 100,000 population",83.857442
2017,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh,,"Per 100,000 population",84.4
2018,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh,,"Per 100,000 population",75.003106
2019,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh,,"Per 100,000 population",75.86951
2007,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh,Female,"Per 100,000 population",85.479058
2008,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh,Female,"Per 100,000 population",79.853854
2009,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh,Female,"Per 100,000 population",84.498903
2010,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh,Female,"Per 100,000 population",83.3
2011,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh,Female,"Per 100,000 population",78.306875
2012,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh,Female,"Per 100,000 population",79.852654
2013,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh,Female,"Per 100,000 population",89.2
2014,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh,Female,"Per 100,000 population",82.7
2015,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh,Female,"Per 100,000 population",83.8
2016,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh,Female,"Per 100,000 population",78.4
2017,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh,Female,"Per 100,000 population",73.3
2018,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh,Female,"Per 100,000 population",68.791282
2019,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh,Female,"Per 100,000 population",70.149044
2007,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh,Male,"Per 100,000 population",120.175935
2008,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh,Male,"Per 100,000 population",115.965366
2009,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh,Male,"Per 100,000 population",114.268343
2010,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh,Male,"Per 100,000 population",97.1
2011,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh,Male,"Per 100,000 population",95.537626
2012,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh,Male,"Per 100,000 population",99.072585
2013,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh,Male,"Per 100,000 population",105.5
2014,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh,Male,"Per 100,000 population",98.5
2015,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh,Male,"Per 100,000 population",98.5
2016,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh,Male,"Per 100,000 population",89.2
2017,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh,Male,"Per 100,000 population",95.3
2018,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh,Male,"Per 100,000 population",81.086922
2019,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh,Male,"Per 100,000 population",81.465087
2007,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Talas,,"Per 100,000 population",109.772016
2008,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Talas,,"Per 100,000 population",98.863075
2009,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Talas,,"Per 100,000 population",98.836801
2010,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Talas,,"Per 100,000 population",105.89956
2011,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Talas,,"Per 100,000 population",107.889182
2012,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Talas,,"Per 100,000 population",96.876369
2013,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Talas,,"Per 100,000 population",106.455247
2014,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Talas,,"Per 100,000 population",101.925994
2015,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Talas,,"Per 100,000 population",95.886509
2016,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Talas,,"Per 100,000 population",83.723318
