Year,Observation status,Unit multiplier,Nature of data points,Frequency of observation,Reporting type,SERIES,Reference area,UNIT_MEASURE,Value
2010,Normal value,Units,Country Data,Annual,National,"Malaria incidence per 1,000 population at risk",Jalal-Abad,"Per 1,000 population",0.001942
2007,Normal value,Units,Country Data,Annual,National,"Malaria incidence per 1,000 population at risk",Issyk-Kul,"Per 1,000 population",0.0
2008,Normal value,Units,Country Data,Annual,National,"Malaria incidence per 1,000 population at risk",Issyk-Kul,"Per 1,000 population",0.0
2012,Normal value,Units,Country Data,Annual,National,"Malaria incidence per 1,000 population at risk",Issyk-Kul,"Per 1,000 population",0.002219
2007,Normal value,Units,Country Data,Annual,National,"Malaria incidence per 1,000 population at risk",Naryn,"Per 1,000 population",0.003714
2008,Normal value,Units,Country Data,Annual,National,"Malaria incidence per 1,000 population at risk",Naryn,"Per 1,000 population",0.003695
2008,Normal value,Units,Country Data,Annual,National,"Malaria incidence per 1,000 population at risk",Osh,"Per 1,000 population",0.0
2011,Normal value,Units,Country Data,Annual,National,"Malaria incidence per 1,000 population at risk",Osh,"Per 1,000 population",0.000878
2007,Normal value,Units,Country Data,Annual,National,"Malaria incidence per 1,000 population at risk",Talas,"Per 1,000 population",0.0
2008,Normal value,Units,Country Data,Annual,National,"Malaria incidence per 1,000 population at risk",Talas,"Per 1,000 population",0.0
2007,Normal value,Units,Country Data,Annual,National,"Malaria incidence per 1,000 population at risk",Chui,"Per 1,000 population",0.031648
2008,Normal value,Units,Country Data,Annual,National,"Malaria incidence per 1,000 population at risk",Chui,"Per 1,000 population",0.005255
2012,Normal value,Units,Country Data,Annual,National,"Malaria incidence per 1,000 population at risk",Chui,"Per 1,000 population",0.001204
2016,Normal value,Units,Country Data,Annual,National,"Malaria incidence per 1,000 population at risk",Chui,"Per 1,000 population",0.001116
2017,Normal value,Units,Country Data,Annual,National,"Malaria incidence per 1,000 population at risk",Chui,"Per 1,000 population",0.0
2018,Normal value,Units,Country Data,Annual,National,"Malaria incidence per 1,000 population at risk",Chui,"Per 1,000 population",0.001074
2019,Normal value,Units,Country Data,Annual,National,"Malaria incidence per 1,000 population at risk",Chui,"Per 1,000 population",1.0
2007,Normal value,Units,Country Data,Annual,National,"Malaria incidence per 1,000 population at risk",Bishkek (city),"Per 1,000 population",0.051835
2008,Normal value,Units,Country Data,Annual,National,"Malaria incidence per 1,000 population at risk",Bishkek (city),"Per 1,000 population",0.01221
2011,Normal value,Units,Country Data,Annual,National,"Malaria incidence per 1,000 population at risk",Bishkek (city),"Per 1,000 population",0.047285
2012,Normal value,Units,Country Data,Annual,National,"Malaria incidence per 1,000 population at risk",Bishkek (city),"Per 1,000 population",0.001131
2013,Normal value,Units,Country Data,Annual,National,"Malaria incidence per 1,000 population at risk",Bishkek (city),"Per 1,000 population",0.004419
2015,Normal value,Units,Country Data,Annual,National,"Malaria incidence per 1,000 population at risk",Bishkek (city),"Per 1,000 population",0.001055
2016,Normal value,Units,Country Data,Annual,National,"Malaria incidence per 1,000 population at risk",Bishkek (city),"Per 1,000 population",0.003095
2017,Normal value,Units,Country Data,Annual,National,"Malaria incidence per 1,000 population at risk",Bishkek (city),"Per 1,000 population",0.002018
2007,Normal value,Units,Country Data,Annual,National,"Malaria incidence per 1,000 population at risk",Osh (city),"Per 1,000 population",0.004004
2008,Normal value,Units,Country Data,Annual,National,"Malaria incidence per 1,000 population at risk",Osh (city),"Per 1,000 population",0.0
2016,Normal value,Units,Country Data,Annual,National,"Malaria incidence per 1,000 population at risk",Osh (city),"Per 1,000 population",0.007173
2017,Normal value,Units,Country Data,Annual,National,"Malaria incidence per 1,000 population at risk",Osh (city),"Per 1,000 population",0.0
